video_id,title,channel_id,channel_name,channel_handle_norm,category,view_count,publish_date,source_group,source_query,keywords,description
TSID63-IC3Y,Operativo Relámpago de -PROVIAL - DGT - DIACO - en 41 Calle Zona 8 de la ciudad Capital.,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,provialoficial_civ,People & Blogs,332,2022-12-21T08:21:20-08:00,official_gov,Provial Guatemala,[],"El gobierno de Guatemala a través de -PROVIAL- y -DGT- del Ministerio de Comunicaciones Infraestructura y Vivienda en conjunto con Dirección de Atención y Asistencia Al Consumidor -DIACO- informan, que debido al compromiso de velar por la seguridad de los usuarios del transporte público, se realizó Operativo relámpago en la 41 calle zona 8 de la ciudad capital, lugar donde se encuentra, parada de trasporte extraurbano, con destino a diferentes puntos del país. Estos operativos se aumentarán durante el mes de diciembre 2022 en puntos estratégicos de las principales rutas nacionales.

-PROVIAL- hace un llamado a la población, para que denuncien cualquier irregularidad, llamando al número 1520, centro de llamadas para información, consultas, emergencias de tránsito o inconvenientes en rutas del país.
PROVIAL, Proteger y servir."
TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,1075,2022-08-03T05:53:55-07:00,channel,@quorumgt/videos,[],"Una joven maestra decidió romper prejuicios y formar el primer equipo femenino de pelota maya. Sin apoyo del gobierno, la práctica del deporte se convirtió en una forma de empoderamiento y de rescatar la herencia milenaria de la comunidad."
TTijnAoFnzY,Conred reprograma simulacro nacional para el 24 de febrero,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,t13noticiasguatemala,News & Politics,200,2026-02-19T20:30:17-08:00,official_gov,Conred Guatemala,"[""Actualidad"", ""CONRED"", ""Canal 3"", ""Chapin TV"", ""Guatemala"", ""INSIVUMEH"", ""Noticias de Guatemala"", ""Noticiero"", ""Simulacro nacional"", ""Sismos"", ""T13 Noticias"", ""prevención"", ""T13"", ""noticias"", ""información""]","El ejercicio simulará tres fases: sismo premonitor, movimiento principal y réplicas."
TXlMv6bt25w,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,2294,2026-08-06T11:38:44-07:00,topic,guatemala lluvias,"[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala""]","Hasta este jueves 6 de agosto, la Coordinadora Nacional para la Reducción de Desastres (Conred) reporta 1,046 emergencias atendidas y 42,986 personas afectadas por la temporada de lluvias 2026.
Conozca cuáles son los departamentos más afectados.

Lea más en Prensalibre.com
----------------------------
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt"
TnZGNY1RsJE,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,UCuc8l25EFE17DV8dD64d2AQ,HeX4EveR,real_hex4ever,People & Blogs,148,2026-08-10T12:38:27-07:00,topic,@MunicipalidaddeGuatemala-1551,[],
UDFS8gl80h8,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,conred_gt,Education,521,2025-07-14T13:34:26-07:00,official_gov,Conred Guatemala,[],¡La prevención es tarea de todos!
UTf26hS1UJ8,🚦💙 PROVIAL: Proteger y Servir,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,provialoficial_civ,Education,38,2025-11-07T14:15:44-08:00,official_gov,Provial Guatemala,[],"Ahora, con más vehículos y la XX Promoción de nuevas brigadas, fortalecemos nuestra capacidad de atención y seguimos formando líderes comprometidos con la seguridad vial.

Porque capacitar salva vidas, seguimos creciendo para brindarte un servicio más cercano, eficiente y seguro.

Somos PROVIAL, Proteger y Servir.

#SeguridadVial #PROVIAL #BrigadasQueProtegen #TránsitoSeguro #CapacitarSalvaVidas"
UcvHq8j-J38,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Finanzas Públicas Guatemala,minfin-gt,News & Politics,222,2024-12-04T07:40:26-08:00,official_gov,Ministerio de Comunicaciones Guatemala,[],Video Spot 4
UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,1755,2023-02-10T12:33:59-08:00,channel,@quorumgt/videos,[],"El Centro Histórico de la ciudad de Guatemala conserva entre sus calles y avenidas expresiones de religiosidad, símbolos de poder político, arquitectura art déco y un lado queer que, contra todo pronóstico, desafía al conservadurismo impregnado en la sociedad. 

En la esquina de la sexta avenida y quinta calle se ubica una casa amarilla, que con los años se ha convertido en un espacio seguro para la comunidad LGBTIQ. Colinda con la Casa Presidencial, a pocos metros del Palacio Nacional de la Cultura.

Durante una noche nos sumergimos en ese epicentro de charlas, convivencias y diversión que recibe a la población diversa de Guatemala sin prejuicios.  El nombre de esta “vecina” la componen dos palabras orientales, suficientes para identificarla entre los restaurantes y lugares de ocio de la zona 1: “Shai Wa”."
UzeOcBM9cuU,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,conred_gt,Education,127,2026-03-10T17:33:15-07:00,official_gov,Conred Guatemala,[],"🎙️ En nuestro nuevo episodio del podcast SE-CONRED, conversamos junto a INSIVUMEH sobre:

✔️ ¿Por qué Guatemala es un país sísmico y volcánico? 🌋

🔎 Informarse es el primer paso para actuar con prevención.

¡La Prevención es tarea de Todos!"
VfBrLONPnFM,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,UCDfEVbDrimcKw5lfbps915g,De todo Gt,detodogt,People & Blogs,329489,2025-08-06T18:55:10-07:00,topic,guatemala transporte,[],"En este video me atreví a hacer algo que siempre me dio miedo: viajar en los famosos buses de Guatemala. 🚍 Lo que comenzó como una simple travesía terminó convirtiéndose en una aventura peligrosa, llena de emociones, risas, sustos y hasta un momento en el que ¡olvidamos a mi amigo en el camino! 😱

Todo esto lo hice con un solo objetivo: llegar a un lugar donde se celebra una tradición única en Guatemala que muy pocos conocen. Durante el viaje, sentí nervios, incertidumbre y adrenalina… pero también descubrí el verdadero espíritu de viajar en bus como lo hacen miles de guatemaltecos todos los días.

¿Vale la pena superar el miedo? ¿Es realmente peligroso viajar en bus por Guatemala?

🔥 ¡Acompañame en esta experiencia real, chapina y llena de sorpresas!

#BusesDeGuatemala #AventuraChapina #TradicionesDeGuatemala #ViajarPorGuatemala #GuatemalaReal #BusesRojos #TurismoGuatemala #MiedoSuperado #DeTodoGT"
VgcpKa1h_2Q,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,UC_nkMVSKgO9PeEaZ3LbPodg,21KMuniGuate,21kmuniguate,Sports,3110,2014-08-04T13:18:37-07:00,topic,Municipalidad de Guatemala,"[""carrera"", ""maratón"", ""media maratón"", ""guatemala"", ""ciudad de guatemala"", ""21k"", ""21k de la muni"", ""muni"", ""arzú"", ""carreras"", ""atletismo"", ""21k bam de la muni"", ""municipalidad"", ""alvaro arzú"", ""capital"", ""deporte"", ""conquista la ciudad"", ""#21kmuniguate""]","comercial de la edición 2014 de los 21K BAM de la Municipalidad de Guatemala.
Producción de TVR HD."
VuIl4tjeKGQ,La ciudad sigue modernizándose para ti y tu familia.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,39168,2023-05-15T08:16:11-07:00,official_gov,Municipalidad de Guatemala,"[""Ricardo"", ""Quiñónez"", ""Administración"", ""Alcalde"", ""Alcaldía"", ""Alcaldías"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Público"", ""Pasión"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir""]",#MuniGuate #InnovamosParaTi #UnaCiudadParaCrecer
W415t12o3DA,Mujer con crisis nerviosa tras intento de asalto,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,tn23todonoticias,News & Politics,4737,2026-08-25T14:06:48-07:00,topic,guatemala noticias,"[""Actualidad"", ""ChapinTV"", ""Guatemala"", ""Noticias"", ""Noticias de Guatemala"", ""TN23 Matutina"", ""asalto"", ""ataque armado"", ""zona 10"", ""TN23"", ""información"", ""noticias"", ""mujer con crisis nerviosa""]",Interceptaron a la víctima en la zona 10 de Guatemala.
WIUZtitfLRw,Caminar en una ciudad hecha para carros,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,422,2024-11-20T17:15:06-08:00,channel,@quorumgt/videos,[],"🚗 Caminar por la #CiudaddeGuatemala es un reto de sobrevivencia. ¿Por qué? Porque la infraestructura prioriza a los #carros antes que a las personas.

🫱 Seguí en nuestras redes #ElAtasco, nuestra cobertura sobre #movilidad. Si aún no lo has hecho, entrale al test para ver qué tan caminable es tu barrio: https://ds8l19rhon2.typeform.com/elatasco

↗️ Identifiquemos y hablemos sobre los problemas para empezar a buscar soluciones."
WQcgx8rs0Qo,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,cronostime,Education,1861,2026-06-26T12:20:11-07:00,official_gov,PMT Guatemala,"[""guatemala"", ""guate"", ""guatemala city"", ""cronos time gt"", ""cronos"", ""time"", ""cronostimegt"", ""noticias guatemala"", ""noticias gt"", ""pmt"", ""pmt guatemala"", ""pmt villa nueva"", ""villa nueva"", ""villanueva"", ""villanuevaguatemala"", ""videos chapin"", ""videosguatemala""]","PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA...


Facebook: https://www.facebook.com/CronosTime2
Instagram: https://www.instagram.com/cronostimegt/
Twitter: https://twitter.com/CronosTime4


by: El Espectador Guatemala / Creative community

                                International Attribution

–––––––––––––––– Daylight (instrumental) de RYYZNhttps://soundcloud.com/ryyzn Creative Commons — Attribution 3.0 Unported — CC BY 3.0 Descarga gratuita / Transmisión:https://bit.ly/3JifOId Música promovida por Audio Libraryhttps://youtu.be/sm3bb34UqCo


––––––––––––––––––––––––––––––
Ice Flow by Kevin MacLeod http://incompetech.com
Creative Commons — Attribution 4.0 International — CC BY 4.0
Free Download / Stream: https://bit.ly/ice-flow
Music promoted by Audio Library   
 • Ice Flow – Kevin ...  
––––––––––––––––––––––––––––––
🎵 Track Info:
Title: Ice Flow by Kevin MacLeod
Genre and Mood: Hip Hop & Rap + Dark
———
🎧 Available on: 
YouTube:   
 • Ice Flow  
iTunes: https://music.apple.com/us/album/ice-...
Incompetech: http://goo.gl/U1OgOP

#guatemala #GUATE #conostimegt #noticiasguatemala"
WXA2Apo79jA,Resumen de atención a Emergencias CIV,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,News & Politics,29,2024-08-26T09:29:25-07:00,official_gov,Ministerio de Comunicaciones Guatemala,[],"Resumen de atención a Emergencias CIV
El Ministerio de Comunicaciones Infraestructura y Vivienda #CIV, ha respondido a 283 emergencias debido a las lluvias en Guatemala.
🚧🌧️ Dirección General De Caminos -Caminos-, COVIAL (Unidad Ejecutora de Conservación Vial) y Fondo Social de Solidaridad - CIV han trabajado, desde limpiar derrumbes hasta proteger nuestras carreteras, comprometidos con tu seguridad. 🚗🛣️🛠️
¡Seguimos adelante! 💪🇬🇹"
WXgGL9rZUHo,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,dcaguatemala,News & Politics,190,2026-03-05T07:37:25-08:00,topic,Gobierno de Guatemala,[],Conferencia de prensa del Gobierno de Guatemala
XLkVzqqL34Q,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),UCkXkEfAaEGxUaIT6TBBkwMw,One Life,onelife5106,Entertainment,44510,2026-04-08T16:40:14-07:00,topic,guatemala trafico,"[""one life"", ""one life guatemala"", ""call me jorge"", ""call me jorgre viajes"", ""call me jorge vlogs"", ""como"", ""es"", ""guatemala"", ""a si es guatemala"", ""guatemala city"", ""vlog"", ""vlog en guatemala"", ""antigua"", ""mayas"", ""antigua guatemala"", ""panajachel"", ""proceciones"", ""comida de guatemala"", ""shucos"", ""churrasco"", ""comida callejera guatemalteca"", ""refrescos"", ""chapines"", ""chapin"", ""gerson martinez"", ""mefi martinez"", ""caminal juyu"", ""caminando por guate"", ""lugares para visitar en gustemala"", ""volcanes de guatemala"", ""guate""]","¡Probamos la NUEVA AUTOPISTA XOCHI en Guatemala! 🇬🇹🚧

En este video te muestro cómo será esta mega obra que conecta desde el km 141 hasta el km 170, con más de 31 kilómetros de carretera moderna que promete ahorrarte entre 2:30 a 3 horas de tráfico 😱

¿Vale la pena pagar el peaje? 💰
El costo estimado va desde Q5 hasta Q30 dependiendo del tramo, pero el tiempo que te ahorras puede hacer toda la diferencia si vas rumbo a Retalhuleu, IRTRA o la costa sur.

Grabé tomas con dron 📸, recorrí la zona y te explico todo lo que necesitas saber antes de usar esta nueva ruta.

👉 Ideal para viajeros, familias y creadores que van hacia:
- IRTRA Retalhuleu 🎢
- Playas del Pacífico 🌊
- Costa Sur de Guatemala

🔥 ¿Tú la usarías? Déjamelo en los comentarios

📍 Sígueme para más contenido de Guatemala:
One Life 🌎

#AutopistaXochi #Guatemala #Infraestructura #Retalhuleu #IRTRA #ViajesGuatemala

autopista xochi
xochi guatemala
nueva autopista guatemala
carretera cocales reu
autopista retalhuleu
infraestructura guatemala 2026
irtra como llegar
ruta a retalhuleu sin trafico
carreteras guatemala nuevas
viajar a reu rapido
guatemala travel vlog
one life guatemala
autopista peaje guatemala
costa sur guatemala carretera
xochi autopista costo

#Guatemala #AutopistaXochi #Reu #IRTRA #ViajesGT #Infraestructura #OneLife #Cocales #retalhuleu 

PATREON
ya puedes apoyar este canal suscribete a mi pagina de patreon pra recibir muchos beneficios y estaré muy agradecido y podré mejorar el equipo de grabación bendiciones amigos
🙏👍👉 https://bit.ly/3eU5ZSv"
XVZM15KVXjM,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,conred_gt,Education,267,2025-12-23T07:48:19-08:00,official_gov,Conred Guatemala,[],"La Secretaría Ejecutiva de la CONRED informa a la población sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).
ANAM Guatemala"
X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,1140,2025-10-03T14:42:06-07:00,channel,@quorumgt/videos,"[""#transmetro #ciudaddeguatemala #muniguate #zona18 #centrasur""]","🚌 Un reto que en teoría debería ser sencillo: atravesar la ciudad de Guatemala en Transmetro. @moiete se aventó el viaje. Contanos:

🤔 ¿Cómo es tu experiencia usando el Transmetro? ¿Qué crees que necesita mejorar?"
XktDG8dmcd0,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,UCT4Jg8h03dD0iN3Pb5L0PMA,DW Español,dwespanol,News & Politics,5171,2023-09-26T17:45:02-07:00,topic,guatemala lluvias,"[""DW Español"", ""DW"", ""Deutsche Welle"", ""DW Español noticias"", ""DW noticias"", ""Guatemala"", ""desbordamiento"", ""río El Naranjo"", ""muertos"", ""desaparecidos"", ""cambio climático"", ""tragedia"", ""dw noticias""]","En Guatemala, la temporada de lluvias ha dejado un devastador saldo: 29 fallecidos, más de dos millones de afectados y  10.000 evacuados, con graves daños en la infraestructura. Se suma una tragedia en el asentamiento ""Dios es Fiel"", donde varias personas perdieron la vida y 14 aún están desaparecidas."
YJohmVLc9QA,How to Get Around Guatemala: Complete Transportation Guide (2026),UCCM52vmXEcGzRlYyjP47PPg,Chris & Grace,theroamingrosses,Travel & Events,3897,2025-06-10T12:03:11-07:00,topic,guatemala transporte,"[""living in guatemala as americans"", ""travel couple guatemala"", ""intentional travel"", ""guatemala travel vlog"", ""cultural travel stories"", ""travel creators from usa"", ""honest travel vlogs"", ""expat life guatemala"", ""beginner content creators"", ""unscripted travel"", ""deep travel experiences"", ""real travel stories"", ""authentic travel couple"", ""local-focused travel"", ""travel for connection"", ""slow living abroad"", ""the roaming rosses"", ""travel vlog"", ""slow travel"", ""traveling with a dog"", ""central america travel"", ""travel""]","Planning a trip to Guatemala and not sure how to get around? In this video, we share a complete breakdown of transportation options in 2025—from our own experience traveling around the country.

We cover what it’s really like using public and private shuttles, tuk-tuks, lanchas (boat taxis), chicken buses, and Ubers. Whether you're heading to Lake Atitlán, Antigua, or beyond, we talk about what’s reliable, what’s budget-friendly, and what to expect in terms of comfort and safety.

🚙 In this guide, we cover:

The difference between public vs. private shuttles

How tuk-tuks work and where you’ll find them

What to know before taking a lancha

Tips for riding the famous chicken buses

Where Ubers are available (and where they’re not)

If you're planning your route or just want to know what to expect on the ground, we hope this helps make your travels a little smoother.

Let us know in the comments if you’ve got questions—we’re happy to help!

#GuatemalaTravel #backpackingguatemala #centralamericatravel #slowtravel

Our Mission:
We travel to connect, not just to consume. Our goal is to explore the heart of every place we visit by supporting local communities, learning through culture, and sharing honest stories along the way. We believe in slow travel, responsible choices, and leaving every destination a little better than we found it. We are not scripted. We make mistakes. We don't claim to be professional film-makers, but we are professional lovers of life. Subscribe and roam with us SLOWLY through this big, open world 🌍"
YLFXK2c60Xc,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,200,2021-08-26T17:04:34-07:00,channel,@quorumgt/videos,[],"Cada año más de 10 mil mujeres denuncian haber sufrido una violación sexual en Guatemala. Solo en 4 de cada 10 casos hay sentencia. En el 30% de los casos, ante la falta de pruebas o la deficiente investigación, el acusado es declarado inocente. Puedes leer el reportaje en este enlace https://bit.ly/3mDttlk"
YSsECnqTVik,Suscriben convenios para transferencia de fondos a CAIMUS y entidades especializadas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,15,2026-08-24T08:15:01-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
ZHJoIah2Owo,Conoce como funciona el Sistema Conred #laprevenciónestareadetodos,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,conred_gt,Education,182,2025-07-19T13:00:19-07:00,official_gov,Conred Guatemala,[],
ZNwStkzWgso,Elección judicial en Guatemala: Astrid Lemus y Luis Bermejo electos para corte de constitucionalidad,UC_lEiu6917IJz03TnntWUaQ,CNN en Español,cnnee,News & Politics,24636,2026-02-16T16:43:11-08:00,topic,guatemala politica,"[""CNN en Español"", ""Noticias en español"", ""noticias"", ""news"", ""CNN"", ""Guatemala"", ""Elección judicial"", ""Astrid Lemus"", ""Luis Bermejo""]","Guatemala realiza el proceso de elección de los integrantes para la Corte de Constitucionalidad para el periodo 2026-2030. Este lunes, la Fiscal General Consuelo Porras, quien enfrenta sanciones de Estados Unidos por considerarla ""corrupta"", perdió la elección en la que una universidad pública designó a dos de los 10 magistrados de la máxima corte del país, aunque podría volver a postularse. Fueron elegidos Astrid Jeannete Lemus Rodríguez como magistrada titular y Luis Fernando Bermejo Quiñónez como magistrado suplente. El tema lo analizó Carlos Ayala, jefe de la Misión Especial para el Fortalecimiento de la Institucionalidad Democrática en Guatemala de Organización de los Estados Americanos (OEA) en Perspectivas.

#guatemala 

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

🔔
Suscríbete: youtube.com/@cnnee
Shorts: youtube.com/@cnnee/shorts

📲
WhatsApp Channel: https://cnn.it/486yW9w
Facebook: https://facebook.com/cnnee
X: https://x.com/CNNEE
Instagram: https://instagram.com/cnnee
TikTok: https://tiktok.com/@cnnee
Threads: https://threads.com/@cnnee

🌐
Nuestro sitio: https://cnne.com/"
ZPBiWdHXg20,Piloto de tráiler accidentado en ruta al Atlántico era un menor y murió en el lugar,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,233632,2026-07-04T10:17:15-07:00,topic,guatemala noticias,"[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala""]","Las autoridades y los Bomberos Municipales Departamentales confirmaron que el piloto del tráiler involucrado en el accidente del kilómetro 115 de la ruta al Atlántico era un adolescente de 16 años, quien murió en el lugar. El percance también dejó otra persona fallecida, provocó el cierre de la carretera durante varias horas

Lea más en Prensalibre.com
----------------------------
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt"
ZS74P3DnykA,"Policía Nacional Civil gradúa 3,978 nuevos agentes",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,pncdeguatemala,News & Politics,115270,2017-12-22T05:56:56-08:00,official_gov,Policia Nacional Civil Guatemala,"[""PNC GUATEMALA"", ""CRIMEN ORGANIZADO PNC"", ""REPORTAJES PNC"", ""NOTICIAS PNC"", ""DIPRONA PNC"", ""CAPTURAS PNC"", ""PREVENCION DEL DELITO PNC"", ""AGENTES PNC"", ""PROGRAMAS SOCIALES PNC"", ""ATENCION A LA VICTIMA PNC"", ""GAR PNC"", ""LOBOS GRILL PNC"", ""MUSEOS PNC"", ""ACADEMIA PNC"", ""K-9 PNC"", ""DEIC PNC"", ""GRUPO DE ACCION INMEDIATA PNC"", ""FEP PNC"", ""DISETUR PNC"", ""EXPLOSIVOS PNC"", ""GRADUACIONES"", ""NUEVOS AGENTES""]","El Parque Erick Barrondo fue el escenario de la graduación de 3 mil 978 nuevos agentes de Policía Nacional Civil, quienes durante más de 11 meses recibieron toda la capacitación en temas como protección y defensa de los derechos humanos, investigación policial, armamento y tiro, defensa personal, primeros auxilios, ordenamiento jurídico, acondicionamiento físico y la filosofía del Modelo Policial de Seguridad Integral Comunitaria –MOPSIC-,  para convertirse en policías profesionales, honestos y respetuosos al servicio de la ciudadanía.
Se trata de la Promoción 46 de la Academia Central “Doctor Carlos Vinicio Gómez”; de la 47 de la Academia de Cuilapa, Santa Rosa y la 48 egresada de la Academia de PNC de Huehuetenango. En total son 856 mujeres y 3 mil 122 hombres, quienes juraron a la bandera defender los colores de nuestra patria.
El acto fue encabezado por nuestro Director General, Nery Ramos y contó con la presencia del Presidente de la República, Jimmy Morales, el Vicepresidente Jafeth Cabrera, el Ministro de Gobernación, Francisco Rivas, la Comisionada Presidencial para la Reforma Policial, Adela Camacho de Torrebiarte; así como de altos funcionarios de Gobierno, la Cúpula Policial e invitados especiales.
Nuestro Director General agradeció el apoyo y respaldo del Presidente de la República en el eje de dignificación de los miembros de la institución e instó a los graduandos a ir a las calles a servir y a proteger a los guatemaltecos.
Intervención del Director
El Ministro de Gobernación indicó que se percibía la ansiedad de servicio a la población guatemalteca.
Intervención del Ministro
El Presidente Jimmy Morales mencionó la frase: “Los grandes resultados son el producto de grandes sacrificios”; destacando el mayor sacrificio que puede dar un policía con su país, ofrendar su vida por el bienestar de los demás.
Intervención del Presidente
Esta histórica graduación es la más grande en cantidad de agentes; está integrada por más de 850 mujeres y se tiene un alto nivel de graduados a nivel universitario.
Los 3978 elementos ya están en las calles brindando seguridad para estas fiestas de fin de año.
La Policía Nacional Civil demuestra una vez más su alto nivel de profesionalismo, al entregar al pueblo de Guatemala 3 mil 978 hombres y mujeres preparados para proteger y servir a la ciudadanía."
Z_pWnOi7oRw,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,dcaguatemala,News & Politics,1329,2026-05-12T01:25:56-07:00,official_gov,Gobierno de Guatemala,[],"Conferencia de prensa del Gobierno de Guatemala, La Ronda."
ZhrDgVZkhg4,FORMACION BRIGADA DE PROVIAL,UCnbd_gs8-e1CQ6izIYtnSig,PROVIAL GUATEMALA,provialguatemala4072,People & Blogs,4419,2013-10-03T13:57:35-07:00,official_gov,Provial Guatemala,[],Direccion General de Proteccion y Seguridad Vial. CALL CENTER 1520
_1VIxOLyaUQ,Sonido de trafico y ciudad 💤 ruido de calle para dormir bebés y relajarse,UCKZ0c9xQAIokTOf4iPJd5jw,Ambient Sound Explorer,ambient_sound_explorer,Entertainment,330057,2024-06-24T09:45:01-07:00,topic,guatemala trafico,"[""sonido de trafico"", ""ruido de trafico"", ""sonido de calle"", ""ruido de calle"", ""sonido de ciudad"", ""ruido de ciudad"", ""sonido de carros"", ""ruido de carros"", ""sonido de carretera"", ""sonido de transito"", ""traffic noise"", ""city ambience"", ""urban noise"", ""street sound"", ""relaxing traffic noise"", ""white noise sleep"", ""city noise for sleep"", ""background noise"", ""sonido para dormir"", ""ruido para dormir bebes"", ""ambient noise"", ""sleep sounds"", ""sonidos relajantes"", ""ruido blanco ciudad"", ""sonido ambiente urbano"", ""sonidos""]","Experience authentic traffic noise, city sounds, and urban ambience from a busy city avenue filled with passing cars, engines, horns, and people talking. This real street recording captures the natural rhythm of everyday city life, creating an immersive atmosphere with continuous traffic sounds and realistic urban noise.

Perfect as natural white noise for sleep, studying, focus, relaxation, reading, work, meditation, or simply enjoying authentic street sounds and city traffic ambience.

Disfruta de auténticos sonidos de tráfico, ruido de calle y ambiente urbano grabados en una avenida concurrida con autos pasando, motores, bocinas y personas conversando. Esta grabación captura el ritmo natural de la vida urbana y la energía de una ciudad activa, creando una experiencia inmersiva con sonidos reales de tráfico y ambiente de ciudad.

Ideal como ruido blanco natural para dormir, estudiar, concentrarse, relajarse, leer, trabajar o simplemente disfrutar de sonidos auténticos de la calle y el tráfico urbano.

🎧 Use headphones for a more immersive experience.

🎧 Usa audífonos para una mejor experiencia.

👍 If you enjoy traffic noise, city sounds, and urban ambience, please support the video with a LIKE.

👍 Si te gustan los sonidos de tráfico y el ambiente urbano, apoya el video con un LIKE.

📸 Instagram: @ambient_sound_explorer

#trafficnoise #citysounds #urbanambience #streetsounds #whitenoise"
_3kK0or6QI0,PROVIAL guatemala,UCdd624oESXuVlcGtrzMWEBQ,heto009,heto009,News & Politics,2054,2009-07-18T15:03:43-07:00,official_gov,Provial Guatemala,"[""provial"", ""0002""]",Trabajando para servir a todos nuestros hermanos Guatemaltecos
_Lcbi4NCHRA,Tercer Informe General de la República,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,gobiernodeguatemala,News & Politics,305269,2023-01-12T16:15:00-08:00,topic,Gobierno de la República de Guatemala,"[""Presidente Alejandro Giammattei"", ""Alejandro Giammattei"", ""Guatemala"", ""Gobierno de Guatemala""]","Invitamos a los guatemaltecos a sintonizar la presentación del #TercerInformeGT que se llevará a cabo este sábado 14 de enero a las 17:00 horas. #ElAñoDeLosLogros

📲 https://informerepublica.gt"
